Mod:Item:MetaData, Localized Name
enderio:item_capacitor_totemic, 不死图腾电容
enderio:item_endergy_conduit:0, 粗钢能量导管
enderio:item_endergy_conduit:1, 铁质能量导管
enderio:item_endergy_conduit:2, 铝质能量导管
enderio:item_endergy_conduit:3, 金质能量导管
enderio:item_endergy_conduit:4, 铜质能量导管
enderio:item_endergy_conduit:5, 银质能量导管
enderio:item_endergy_conduit:6, 琥珀金能量导管
enderio:item_endergy_conduit:7, 充能银能量导管
enderio:item_endergy_conduit:8, 晶化合金能量导管
enderio:item_endergy_conduit:9, 晶化粉红粘液能量导管
enderio:item_endergy_conduit:10, 旋律合金能量导管
enderio:item_endergy_conduit:11, 恒星合金能量导管
enderio:item_capacitor_silver, 银质电容
enderio:item_capacitor_energetic_silver, 充能银电容
enderio:item_capacitor_vivid, 生动合金电容
enderio:item_stellar_alloy_sword, 终结之剑 IV 型
enderio:item_stellar_alloy_pickaxe, 恒星镐
enderio:item_stellar_alloy_axe, 恒星斧
enderio:item_stellar_alloy_helmet, 恒星头盔
enderio:item_stellar_alloy_boots, 恒星靴子
enderio:item_stellar_alloy_chestplate, 恒星胸甲
enderio:item_stellar_alloy_leggings, 恒星护腿
tconstruct:book, 匠魂宝典
tconstruct:soil:0, 水泥
tconstruct:soil:1, 绿色黏滑泥泞
tconstruct:soil:2, 蓝色黏滑泥泞
tconstruct:soil:3, 黄泉土
tconstruct:soil:4, 神圣土
tconstruct:soil:5, 熔岩黏滑泥泞
tconstruct:slime:1, 史莱姆块
tconstruct:slime:2, 史莱姆块
tconstruct:slime:3, 凝血块
tconstruct:slime:4, 史莱姆块
tconstruct:slime_congealed:0, 凝固史莱姆块
tconstruct:slime_congealed:1, 凝固史莱姆块
tconstruct:slime_congealed:2, 凝固史莱姆块
tconstruct:slime_congealed:3, 凝固血块
tconstruct:slime_congealed:4, 凝固史莱姆块
tconstruct:ore:0, 钴矿石
tconstruct:ore:1, 阿迪特矿石
tconstruct:firewood:0, 熔岩木
tconstruct:firewood:1, 烈焰木
tconstruct:deco_ground:0, 泥砖
tconstruct:clear_glass:0, 通透玻璃
tconstruct:clear_stained_glass:0, 通透白色染色玻璃
tconstruct:clear_stained_glass:1, 通透橙色染色玻璃
tconstruct:clear_stained_glass:2, 通透品红色染色玻璃
tconstruct:clear_stained_glass:3, 通透淡蓝色染色玻璃
tconstruct:clear_stained_glass:4, 通透黄色染色玻璃
tconstruct:clear_stained_glass:5, 通透黄绿色染色玻璃
tconstruct:clear_stained_glass:6, 通透粉红色染色玻璃
tconstruct:clear_stained_glass:7, 通透灰色染色玻璃
tconstruct:clear_stained_glass:8, 通透淡灰色染色玻璃
tconstruct:clear_stained_glass:9, 通透青色染色玻璃
tconstruct:clear_stained_glass:10, 通透紫色染色玻璃
tconstruct:clear_stained_glass:11, 通透蓝色染色玻璃
tconstruct:clear_stained_glass:12, 通透棕色染色玻璃
tconstruct:clear_stained_glass:13, 通透绿色染色玻璃
tconstruct:clear_stained_glass:14, 通透红色染色玻璃
tconstruct:clear_stained_glass:15, 通透黑色染色玻璃
tconstruct:deco_ground_slab:0, 泥砖台阶
tconstruct:firewood_slab:0, 熔岩木台阶
tconstruct:firewood_slab:1, 烈焰木台阶
tconstruct:mudbrick_stairs:0, 泥砖楼梯
tconstruct:firewood_stairs:0, 烈焰木楼梯
tconstruct:lavawood_stairs:0, 熔岩木楼梯
tconstruct:nuggets:0, 钴粒
tconstruct:nuggets:1, 阿迪特粒
tconstruct:nuggets:2, 玛玉灵粒
tconstruct:nuggets:3, 骑士史莱姆粒
tconstruct:nuggets:4, 生铁粒
tconstruct:ingots:0, 钴锭
tconstruct:ingots:1, 阿迪特锭
tconstruct:ingots:2, 玛玉灵锭
tconstruct:ingots:3, 骑士史莱姆锭
tconstruct:ingots:4, 生铁锭
tconstruct:materials:0, 焦黑砖
tconstruct:materials:1, 泥巴砖
tconstruct:materials:2, 干燥粘土砖
tconstruct:materials:9, 绿色史莱姆水晶
tconstruct:materials:10, 蓝色史莱姆水晶
tconstruct:materials:11, 熔岩史莱姆水晶
tconstruct:materials:12, 范围升级器（水平）
tconstruct:materials:13, 范围升级器（垂直）
tconstruct:materials:14, 耐久强化大板
tconstruct:materials:15, 绢布
tconstruct:materials:16, 精致珠宝
tconstruct:materials:17, 凋零之骨
tconstruct:materials:18, 苔藓球
tconstruct:materials:19, 修复苔藓
tconstruct:materials:50, 创造模式强化头颅
tconstruct:edible:0, 培根
tconstruct:edible:1, 史莱姆球
tconstruct:edible:2, 史莱姆球
tconstruct:edible:3, 凝血
tconstruct:edible:4, 史莱姆球
tconstruct:edible:5, 史莱姆球
tconstruct:edible:10, 腐肉干
tconstruct:edible:11, 牛肉干
tconstruct:edible:12, 鸡肉干
tconstruct:edible:13, 培根干
tconstruct:edible:14, 羊肉干
tconstruct:edible:15, 兔肉干
tconstruct:edible:20, 鱼干
tconstruct:edible:21, 鲑鱼干
tconstruct:edible:22, 小丑鱼干
tconstruct:edible:23, 河豚干
tconstruct:edible:30, 黏胶史莱姆液滴
tconstruct:edible:31, 黏胶史莱姆液滴
tconstruct:edible:32, 黏胶史莱姆液滴
tconstruct:edible:33, 凝血滴
tconstruct:edible:34, 黏胶史莱姆液滴
tconstruct:metal:0, 钴块
tconstruct:metal:1, 阿迪特块
tconstruct:metal:2, 玛玉灵块
tconstruct:metal:3, 骑士史莱姆块
tconstruct:metal:4, 生铁块
tconstruct:metal:6, 精致珠宝块
tconstruct:slime_dirt:0, 绿色史莱姆泥土
tconstruct:slime_dirt:1, 蓝色史莱姆泥土
tconstruct:slime_dirt:2, 紫色史莱姆泥土
tconstruct:slime_dirt:3, 熔岩史莱姆泥土
tconstruct:slime_grass:0, 史莱姆草方块
tconstruct:slime_grass:1, 绿色史莱姆草方块
tconstruct:slime_grass:2, 蓝色史莱姆草方块
tconstruct:slime_grass:3, 紫色史莱姆草方块
tconstruct:slime_grass:4, 熔岩史莱姆草方块
tconstruct:slime_grass:5, 史莱姆草方块
tconstruct:slime_grass:6, 绿色史莱姆草方块
tconstruct:slime_grass:7, 蓝色史莱姆草方块
tconstruct:slime_grass:8, 紫色史莱姆草方块
tconstruct:slime_grass:9, 熔岩史莱姆草方块
tconstruct:slime_grass:10, 史莱姆草方块
tconstruct:slime_grass:11, 绿色史莱姆草方块
tconstruct:slime_grass:12, 蓝色史莱姆草方块
tconstruct:slime_grass:13, 紫色史莱姆草方块
tconstruct:slime_grass:14, 熔岩史莱姆草方块
tconstruct:slime_leaves:0, 史莱姆树叶
tconstruct:slime_leaves:1, 史莱姆树叶
tconstruct:slime_leaves:2, 史莱姆树叶
tconstruct:slime_grass_tall:0, 史莱姆草
tconstruct:slime_grass_tall:4, 史莱姆草
tconstruct:slime_grass_tall:8, 史莱姆草
tconstruct:slime_grass_tall:1, 史莱姆蕨
tconstruct:slime_grass_tall:5, 史莱姆蕨
tconstruct:slime_grass_tall:9, 史莱姆蕨
tconstruct:slime_sapling:0, 蓝色史莱姆树苗
tconstruct:slime_sapling:1, 紫色史莱姆树苗
tconstruct:slime_sapling:2, 熔岩史莱姆树苗
tconstruct:slime_vine_blue_end:0, 蓝色史莱姆藤蔓
tconstruct:slime_vine_blue_mid:0, 蓝色史莱姆藤蔓
tconstruct:slime_vine_blue:0, 蓝色史莱姆藤蔓
tconstruct:slime_vine_purple_end:0, 紫色史莱姆藤蔓
tconstruct:slime_vine_purple_mid:0, 紫色史莱姆藤蔓
tconstruct:slime_vine_purple:0, 紫色史莱姆藤蔓
tconstruct:pattern:0, 空白模具
tconstruct:pattern:0, 牌板模具
tconstruct:pattern:0, 斧刃模具
tconstruct:pattern:0, 箭杆模具
tconstruct:pattern:0, 蓄电池模具
tconstruct:pattern:0, 弓臂模具
tconstruct:pattern:0, 开掘铲头模具
tconstruct:pattern:0, 绑定结模具
tconstruct:pattern:0, 宽剑刃模具
tconstruct:pattern:0, 坚韧绑定结模具
tconstruct:pattern:0, 宽护手模具
tconstruct:pattern:0, 铲头模具
tconstruct:pattern:0, 镰刀头模具
tconstruct:pattern:0, 园艺镰头模具
tconstruct:pattern:0, 十字柄模具
tconstruct:pattern:0, 箭头模具
tconstruct:pattern:0, 大板模具
tconstruct:pattern:0, 弓弦模具
tconstruct:pattern:0, 镐头模具
tconstruct:pattern:0, 护手模具
tconstruct:pattern:0, 宽斧刃模具
tconstruct:pattern:0, 枪管模具
tconstruct:pattern:0, 剑刃模具
tconstruct:pattern:0, 锤头模具
tconstruct:pattern:0, 盘模具
tconstruct:pattern:0, 碎片模具
tconstruct:pattern:0, 磨制工具模具
tconstruct:pattern:0, 手柄模具
tconstruct:pattern:0, 箭羽模具
tconstruct:pattern:0, 激光传导器模具
tconstruct:pattern:0, 坚韧手柄模具
tconstruct:pattern:0, 刀刃模具
tconstruct:shard:0, 磁钢 碎片
tconstruct:shard:0, 充能合金 碎片
tconstruct:shard:0, 脉冲合金 碎片
tconstruct:shard:0, 红石合金 碎片
tconstruct:shard:0, 导电铁 碎片
tconstruct:shard:0, 充能铁 碎片
tconstruct:shard:0, 玄钢 碎片
tconstruct:shard:0, 魂金 碎片
tconstruct:shard:0, 末影钢 碎片
tconstruct:shard:0, 铁合金 碎片
tconstruct:shard:0, 木 碎片
tconstruct:shard:0, 圆石 碎片
tconstruct:shard:0, 燧石 碎片
tconstruct:shard:0, 仙人掌 碎片
tconstruct:shard:0, 骨头 碎片
tconstruct:shard:0, 黑曜石 碎片
tconstruct:shard:0, 海晶石 碎片
tconstruct:shard:0, 末地石 碎片
tconstruct:shard:0, 纸 碎片
tconstruct:shard:0, 海绵 碎片
tconstruct:shard:0, 烈焰木 碎片
tconstruct:shard:0, 铁 碎片
tconstruct:shard:0, 生铁 碎片
tconstruct:shard:0, 骑士史莱姆 碎片
tconstruct:shard:0, 史莱姆 碎片
tconstruct:shard:0, 史莱姆 碎片
tconstruct:shard:0, 熔岩史莱姆 碎片
tconstruct:shard:0, 地狱岩 碎片
tconstruct:shard:0, 钴 碎片
tconstruct:shard:0, 阿迪特 碎片
tconstruct:shard:0, 玛玉灵 碎片
tconstruct:shard:0, 铜 碎片
tconstruct:shard:0, 青铜 碎片
tconstruct:shard:0, 铅 碎片
tconstruct:shard:0, 银 碎片
tconstruct:shard:0, 琥珀金 碎片
tconstruct:shard:0, 钢 碎片
tconstruct:shard:0, 耐酸铝 碎片
tconstruct:shard:0, 镍 碎片
tconstruct:shard:0, 殷钢 碎片
tconstruct:shard:0, 铱 碎片
tconstruct:shard:0, 锇 碎片
tconstruct:shard:0, 强化黑曜石 碎片
tconstruct:shard:0, 强化荧石 碎片
tconstruct:shard:0, 锇荧黑曜合金 碎片
tconstruct:shard:0, 铱锇合金 碎片
tconstruct:shard:0, 流明 碎片
tconstruct:shard:0, 信素 碎片
tconstruct:shard:0, 铂 碎片
tconstruct:shard:0, 末影 碎片
tconstruct:shard:0, 无尽 碎片
tconstruct:shard:0, 赛特斯石英 碎片
tconstruct:shard:0, 福鲁伊克斯水晶 碎片
tconstruct:shard:0, 云母 碎片
tconstruct:shard:0, 莱泽尔水晶 碎片
tconstruct:shard:0, 艾洛蒂水晶 碎片
tconstruct:shard:0, 凯罗尼水晶 碎片
tconstruct:shard:0, 普雷蒂水晶 碎片
tconstruct:shard:0, 艾恩尼水晶 碎片
tconstruct:shard:0, 以太水晶 碎片
tconstruct:shard:0, 魔法木质碎片
tconstruct:shard:0, 恶魔灌注碎片
tconstruct:shard:0, 附魔碎片
tconstruct:shard:0, 恶魔碎片
tconstruct:shard:0, 硼 碎片
tconstruct:shard:0, 高强合金 碎片
tconstruct:shard:0, 硬碳 碎片
tconstruct:shard:0, 氮化硼 碎片
tconstruct:shard:0, 钍 碎片
tconstruct:shard:0, 铀 碎片
tconstruct:shard:0, 镁 碎片
tconstruct:shard:0, 巧克力 碎片
tconstruct:shard:0, 防腐木 碎片
tconstruct:shard:0, 康铜 碎片
tconstruct:shard:0, 双足飞龙核心 碎片
tconstruct:shard:0, 觉醒核心 碎片
tconstruct:shard:0, 混沌核心 碎片
tconstruct:shard:0, 史莱姆碎片
tconstruct:shard:0, 绿宝石 碎片
tconstruct:shard:0, 暗物质 碎片
tconstruct:shard:0, 红物质 碎片
tconstruct:sharpening_kit:0, 磁钢 磨制工具
tconstruct:sharpening_kit:0, 充能合金 磨制工具
tconstruct:sharpening_kit:0, 脉冲合金 磨制工具
tconstruct:sharpening_kit:0, 红石合金 磨制工具
tconstruct:sharpening_kit:0, 导电铁 磨制工具
tconstruct:sharpening_kit:0, 充能铁 磨制工具
tconstruct:sharpening_kit:0, 玄钢 磨制工具
tconstruct:sharpening_kit:0, 魂金 磨制工具
tconstruct:sharpening_kit:0, 末影钢 磨制工具
tconstruct:sharpening_kit:0, 铁合金 磨制工具
tconstruct:sharpening_kit:0, 木 磨制工具
tconstruct:sharpening_kit:0, 圆石 磨制工具
tconstruct:sharpening_kit:0, 燧石 磨制工具
tconstruct:sharpening_kit:0, 仙人掌 磨制工具
tconstruct:sharpening_kit:0, 骨头 磨制工具
tconstruct:sharpening_kit:0, 黑曜石 磨制工具
tconstruct:sharpening_kit:0, 海晶石 磨制工具
tconstruct:sharpening_kit:0, 末地石 磨制工具
tconstruct:sharpening_kit:0, 纸 磨制工具
tconstruct:sharpening_kit:0, 海绵 磨制工具
tconstruct:sharpening_kit:0, 烈焰木 磨制工具
tconstruct:sharpening_kit:0, 铁 磨制工具
tconstruct:sharpening_kit:0, 生铁 磨制工具
tconstruct:sharpening_kit:0, 骑士史莱姆 磨制工具
tconstruct:sharpening_kit:0, 史莱姆 磨制工具
tconstruct:sharpening_kit:0, 史莱姆 磨制工具
tconstruct:sharpening_kit:0, 熔岩史莱姆 磨制工具
tconstruct:sharpening_kit:0, 地狱岩 磨制工具
tconstruct:sharpening_kit:0, 钴 磨制工具
tconstruct:sharpening_kit:0, 阿迪特 磨制工具
tconstruct:sharpening_kit:0, 玛玉灵 磨制工具
tconstruct:sharpening_kit:0, 铜 磨制工具
tconstruct:sharpening_kit:0, 青铜 磨制工具
tconstruct:sharpening_kit:0, 铅 磨制工具
tconstruct:sharpening_kit:0, 银 磨制工具
tconstruct:sharpening_kit:0, 琥珀金 磨制工具
tconstruct:sharpening_kit:0, 钢 磨制工具
tconstruct:sharpening_kit:0, 耐酸铝 磨制工具
tconstruct:sharpening_kit:0, 镍 磨制工具
tconstruct:sharpening_kit:0, 殷钢 磨制工具
tconstruct:sharpening_kit:0, 铱 磨制工具
tconstruct:sharpening_kit:0, 锇 磨制工具
tconstruct:sharpening_kit:0, 强化黑曜石 磨制工具
tconstruct:sharpening_kit:0, 强化荧石 磨制工具
tconstruct:sharpening_kit:0, 锇荧黑曜合金 磨制工具
tconstruct:sharpening_kit:0, 铱锇合金 磨制工具
tconstruct:sharpening_kit:0, 流明 磨制工具
tconstruct:sharpening_kit:0, 信素 磨制工具
tconstruct:sharpening_kit:0, 铂 磨制工具
tconstruct:sharpening_kit:0, 末影 磨制工具
tconstruct:sharpening_kit:0, 无尽 磨制工具
tconstruct:sharpening_kit:0, 赛特斯石英 磨制工具
tconstruct:sharpening_kit:0, 福鲁伊克斯水晶 磨制工具
tconstruct:sharpening_kit:0, 云母 磨制工具
tconstruct:sharpening_kit:0, 莱泽尔水晶 磨制工具
tconstruct:sharpening_kit:0, 艾洛蒂水晶 磨制工具
tconstruct:sharpening_kit:0, 凯罗尼水晶 磨制工具
tconstruct:sharpening_kit:0, 普雷蒂水晶 磨制工具
tconstruct:sharpening_kit:0, 艾恩尼水晶 磨制工具
tconstruct:sharpening_kit:0, 以太水晶 磨制工具
tconstruct:sharpening_kit:0, 魔法木质磨制工具
tconstruct:sharpening_kit:0, 恶魔灌注磨制工具
tconstruct:sharpening_kit:0, 附魔磨制工具
tconstruct:sharpening_kit:0, 恶魔磨制工具
tconstruct:sharpening_kit:0, 硼 磨制工具
tconstruct:sharpening_kit:0, 高强合金 磨制工具
tconstruct:sharpening_kit:0, 硬碳 磨制工具
tconstruct:sharpening_kit:0, 氮化硼 磨制工具
tconstruct:sharpening_kit:0, 钍 磨制工具
tconstruct:sharpening_kit:0, 铀 磨制工具
tconstruct:sharpening_kit:0, 镁 磨制工具
tconstruct:sharpening_kit:0, 巧克力 磨制工具
tconstruct:sharpening_kit:0, 防腐木 磨制工具
tconstruct:sharpening_kit:0, 康铜 磨制工具
tconstruct:sharpening_kit:0, 双足飞龙核心 磨制工具
tconstruct:sharpening_kit:0, 觉醒核心 磨制工具
tconstruct:sharpening_kit:0, 混沌核心 磨制工具
tconstruct:sharpening_kit:0, 史莱姆磨制工具
tconstruct:sharpening_kit:0, 绿宝石 磨制工具
tconstruct:sharpening_kit:0, 暗物质 磨制工具
tconstruct:sharpening_kit:0, 红物质 磨制工具
tconstruct:pick_head:0, 磁钢 镐头
tconstruct:pick_head:0, 充能合金 镐头
tconstruct:pick_head:0, 脉冲合金 镐头
tconstruct:pick_head:0, 红石合金 镐头
tconstruct:pick_head:0, 导电铁 镐头
tconstruct:pick_head:0, 充能铁 镐头
tconstruct:pick_head:0, 玄钢 镐头
tconstruct:pick_head:0, 魂金 镐头
tconstruct:pick_head:0, 末影钢 镐头
tconstruct:pick_head:0, 铁合金 镐头
tconstruct:pick_head:0, 木 镐头
tconstruct:pick_head:0, 圆石 镐头
tconstruct:pick_head:0, 燧石 镐头
tconstruct:pick_head:0, 仙人掌 镐头
tconstruct:pick_head:0, 骨头 镐头
tconstruct:pick_head:0, 黑曜石 镐头
tconstruct:pick_head:0, 海晶石 镐头
tconstruct:pick_head:0, 末地石 镐头
tconstruct:pick_head:0, 纸 镐头
tconstruct:pick_head:0, 海绵 镐头
tconstruct:pick_head:0, 烈焰木 镐头
tconstruct:pick_head:0, 铁 镐头
tconstruct:pick_head:0, 生铁 镐头
tconstruct:pick_head:0, 骑士史莱姆 镐头
tconstruct:pick_head:0, 史莱姆 镐头
tconstruct:pick_head:0, 史莱姆 镐头
tconstruct:pick_head:0, 熔岩史莱姆 镐头
tconstruct:pick_head:0, 地狱岩 镐头
tconstruct:pick_head:0, 钴 镐头
tconstruct:pick_head:0, 阿迪特 镐头
tconstruct:pick_head:0, 玛玉灵 镐头
tconstruct:pick_head:0, 铜 镐头
tconstruct:pick_head:0, 青铜 镐头
tconstruct:pick_head:0, 铅 镐头
tconstruct:pick_head:0, 银 镐头
tconstruct:pick_head:0, 琥珀金 镐头
tconstruct:pick_head:0, 钢 镐头
tconstruct:pick_head:0, 耐酸铝 镐头
tconstruct:pick_head:0, 镍 镐头
tconstruct:pick_head:0, 殷钢 镐头
tconstruct:pick_head:0, 铱 镐头
tconstruct:pick_head:0, 锇 镐头
tconstruct:pick_head:0, 强化黑曜石 镐头
tconstruct:pick_head:0, 强化荧石 镐头
tconstruct:pick_head:0, 锇荧黑曜合金 镐头
tconstruct:pick_head:0, 铱锇合金 镐头
tconstruct:pick_head:0, 流明 镐头
tconstruct:pick_head:0, 信素 镐头
tconstruct:pick_head:0, 铂 镐头
tconstruct:pick_head:0, 末影 镐头
tconstruct:pick_head:0, 无尽 镐头
tconstruct:pick_head:0, 赛特斯石英 镐头
tconstruct:pick_head:0, 福鲁伊克斯水晶 镐头
tconstruct:pick_head:0, 云母 镐头
tconstruct:pick_head:0, 莱泽尔水晶 镐头
tconstruct:pick_head:0, 艾洛蒂水晶 镐头
tconstruct:pick_head:0, 凯罗尼水晶 镐头
tconstruct:pick_head:0, 普雷蒂水晶 镐头
tconstruct:pick_head:0, 艾恩尼水晶 镐头
tconstruct:pick_head:0, 以太水晶 镐头
tconstruct:pick_head:0, 魔法木质镐头
tconstruct:pick_head:0, 恶魔灌注镐头
tconstruct:pick_head:0, 附魔镐头
tconstruct:pick_head:0, 恶魔镐头
tconstruct:pick_head:0, 硼 镐头
tconstruct:pick_head:0, 高强合金 镐头
tconstruct:pick_head:0, 硬碳 镐头
tconstruct:pick_head:0, 氮化硼 镐头
tconstruct:pick_head:0, 钍 镐头
tconstruct:pick_head:0, 铀 镐头
tconstruct:pick_head:0, 镁 镐头
tconstruct:pick_head:0, 巧克力 镐头
tconstruct:pick_head:0, 防腐木 镐头
tconstruct:pick_head:0, 康铜 镐头
tconstruct:pick_head:0, 双足飞龙核心 镐头
tconstruct:pick_head:0, 觉醒核心 镐头
tconstruct:pick_head:0, 混沌核心 镐头
tconstruct:pick_head:0, 史莱姆镐头
tconstruct:pick_head:0, 绿宝石 镐头
tconstruct:pick_head:0, 暗物质 镐头
tconstruct:pick_head:0, 红物质 镐头
tconstruct:shovel_head:0, 磁钢 铲头
tconstruct:shovel_head:0, 充能合金 铲头
tconstruct:shovel_head:0, 脉冲合金 铲头
tconstruct:shovel_head:0, 红石合金 铲头
tconstruct:shovel_head:0, 导电铁 铲头
tconstruct:shovel_head:0, 充能铁 铲头
tconstruct:shovel_head:0, 玄钢 铲头
tconstruct:shovel_head:0, 魂金 铲头
tconstruct:shovel_head:0, 末影钢 铲头
tconstruct:shovel_head:0, 铁合金 铲头
tconstruct:shovel_head:0, 木 铲头
tconstruct:shovel_head:0, 圆石 铲头
tconstruct:shovel_head:0, 燧石 铲头
tconstruct:shovel_head:0, 仙人掌 铲头
tconstruct:shovel_head:0, 骨头 铲头
tconstruct:shovel_head:0, 黑曜石 铲头
tconstruct:shovel_head:0, 海晶石 铲头
tconstruct:shovel_head:0, 末地石 铲头
tconstruct:shovel_head:0, 纸 铲头
tconstruct:shovel_head:0, 海绵 铲头
tconstruct:shovel_head:0, 烈焰木 铲头
tconstruct:shovel_head:0, 铁 铲头
tconstruct:shovel_head:0, 生铁 铲头
tconstruct:shovel_head:0, 骑士史莱姆 铲头
tconstruct:shovel_head:0, 史莱姆 铲头
tconstruct:shovel_head:0, 史莱姆 铲头
tconstruct:shovel_head:0, 熔岩史莱姆 铲头
tconstruct:shovel_head:0, 地狱岩 铲头
tconstruct:shovel_head:0, 钴 铲头
tconstruct:shovel_head:0, 阿迪特 铲头
tconstruct:shovel_head:0, 玛玉灵 铲头
tconstruct:shovel_head:0, 铜 铲头
tconstruct:shovel_head:0, 青铜 铲头
tconstruct:shovel_head:0, 铅 铲头
tconstruct:shovel_head:0, 银 铲头
tconstruct:shovel_head:0, 琥珀金 铲头
tconstruct:shovel_head:0, 钢 铲头
tconstruct:shovel_head:0, 耐酸铝 铲头
tconstruct:shovel_head:0, 镍 铲头
tconstruct:shovel_head:0, 殷钢 铲头
tconstruct:shovel_head:0, 铱 铲头
tconstruct:shovel_head:0, 锇 铲头
tconstruct:shovel_head:0, 强化黑曜石 铲头
tconstruct:shovel_head:0, 强化荧石 铲头
tconstruct:shovel_head:0, 锇荧黑曜合金 铲头
tconstruct:shovel_head:0, 铱锇合金 铲头
tconstruct:shovel_head:0, 流明 铲头
tconstruct:shovel_head:0, 信素 铲头
tconstruct:shovel_head:0, 铂 铲头
tconstruct:shovel_head:0, 末影 铲头
tconstruct:shovel_head:0, 无尽 铲头
tconstruct:shovel_head:0, 赛特斯石英 铲头
tconstruct:shovel_head:0, 福鲁伊克斯水晶 铲头
tconstruct:shovel_head:0, 云母 铲头
tconstruct:shovel_head:0, 莱泽尔水晶 铲头
tconstruct:shovel_head:0, 艾洛蒂水晶 铲头
tconstruct:shovel_head:0, 凯罗尼水晶 铲头
tconstruct:shovel_head:0, 普雷蒂水晶 铲头
tconstruct:shovel_head:0, 艾恩尼水晶 铲头
tconstruct:shovel_head:0, 以太水晶 铲头
tconstruct:shovel_head:0, 魔法木质铲头
tconstruct:shovel_head:0, 恶魔灌注铲头
tconstruct:shovel_head:0, 附魔铲头
tconstruct:shovel_head:0, 恶魔铲头
tconstruct:shovel_head:0, 硼 铲头
tconstruct:shovel_head:0, 高强合金 铲头
tconstruct:shovel_head:0, 硬碳 铲头
tconstruct:shovel_head:0, 氮化硼 铲头
tconstruct:shovel_head:0, 钍 铲头
tconstruct:shovel_head:0, 铀 铲头
tconstruct:shovel_head:0, 镁 铲头
tconstruct:shovel_head:0, 巧克力 铲头
tconstruct:shovel_head:0, 防腐木 铲头
tconstruct:shovel_head:0, 康铜 铲头
tconstruct:shovel_head:0, 双足飞龙核心 铲头
tconstruct:shovel_head:0, 觉醒核心 铲头
tconstruct:shovel_head:0, 混沌核心 铲头
tconstruct:shovel_head:0, 史莱姆铲头
tconstruct:shovel_head:0, 绿宝石 铲头
tconstruct:shovel_head:0, 暗物质 铲头
tconstruct:shovel_head:0, 红物质 铲头
tconstruct:axe_head:0, 磁钢 斧刃
tconstruct:axe_head:0, 充能合金 斧刃
tconstruct:axe_head:0, 脉冲合金 斧刃
tconstruct:axe_head:0, 红石合金 斧刃
tconstruct:axe_head:0, 导电铁 斧刃
tconstruct:axe_head:0, 充能铁 斧刃
tconstruct:axe_head:0, 玄钢 斧刃
tconstruct:axe_head:0, 魂金 斧刃
tconstruct:axe_head:0, 末影钢 斧刃
tconstruct:axe_head:0, 铁合金 斧刃
tconstruct:axe_head:0, 木 斧刃
tconstruct:axe_head:0, 圆石 斧刃
tconstruct:axe_head:0, 燧石 斧刃
tconstruct:axe_head:0, 仙人掌 斧刃
tconstruct:axe_head:0, 骨头 斧刃
tconstruct:axe_head:0, 黑曜石 斧刃
tconstruct:axe_head:0, 海晶石 斧刃
tconstruct:axe_head:0, 末地石 斧刃
tconstruct:axe_head:0, 纸 斧刃
tconstruct:axe_head:0, 海绵 斧刃
tconstruct:axe_head:0, 烈焰木 斧刃
tconstruct:axe_head:0, 铁 斧刃
tconstruct:axe_head:0, 生铁 斧刃
tconstruct:axe_head:0, 骑士史莱姆 斧刃
tconstruct:axe_head:0, 史莱姆 斧刃
tconstruct:axe_head:0, 史莱姆 斧刃
tconstruct:axe_head:0, 熔岩史莱姆 斧刃
tconstruct:axe_head:0, 地狱岩 斧刃
tconstruct:axe_head:0, 钴 斧刃
tconstruct:axe_head:0, 阿迪特 斧刃
tconstruct:axe_head:0, 玛玉灵 斧刃
tconstruct:axe_head:0, 铜 斧刃
tconstruct:axe_head:0, 青铜 斧刃
tconstruct:axe_head:0, 铅 斧刃
tconstruct:axe_head:0, 银 斧刃
tconstruct:axe_head:0, 琥珀金 斧刃
tconstruct:axe_head:0, 钢 斧刃
tconstruct:axe_head:0, 耐酸铝 斧刃
tconstruct:axe_head:0, 镍 斧刃
tconstruct:axe_head:0, 殷钢 斧刃
tconstruct:axe_head:0, 铱 斧刃
tconstruct:axe_head:0, 锇 斧刃
tconstruct:axe_head:0, 强化黑曜石 斧刃
tconstruct:axe_head:0, 强化荧石 斧刃
tconstruct:axe_head:0, 锇荧黑曜合金 斧刃
tconstruct:axe_head:0, 铱锇合金 斧刃
tconstruct:axe_head:0, 流明 斧刃
tconstruct:axe_head:0, 信素 斧刃
tconstruct:axe_head:0, 铂 斧刃
tconstruct:axe_head:0, 末影 斧刃
tconstruct:axe_head:0, 无尽 斧刃
tconstruct:axe_head:0, 赛特斯石英 斧刃
tconstruct:axe_head:0, 福鲁伊克斯水晶 斧刃
tconstruct:axe_head:0, 云母 斧刃
tconstruct:axe_head:0, 莱泽尔水晶 斧刃
tconstruct:axe_head:0, 艾洛蒂水晶 斧刃
tconstruct:axe_head:0, 凯罗尼水晶 斧刃
tconstruct:axe_head:0, 普雷蒂水晶 斧刃
tconstruct:axe_head:0, 艾恩尼水晶 斧刃
tconstruct:axe_head:0, 以太水晶 斧刃
tconstruct:axe_head:0, 魔法木质斧刃
tconstruct:axe_head:0, 恶魔灌注斧刃
tconstruct:axe_head:0, 附魔斧刃
tconstruct:axe_head:0, 恶魔斧刃
tconstruct:axe_head:0, 硼 斧刃
tconstruct:axe_head:0, 高强合金 斧刃
tconstruct:axe_head:0, 硬碳 斧刃
tconstruct:axe_head:0, 氮化硼 斧刃
